"","freq","unit","geo","TIME_PERIOD","values"
"1","A","THS","AL",2001-01-01,3060.18
"2","A","THS","AL",2002-01-01,3051.01
"3","A","THS","AL",2003-01-01,3039.62
"4","A","THS","AL",2004-01-01,3026.94
"5","A","THS","AL",2005-01-01,3011.49
"6","A","THS","AL",2006-01-01,2992.55
"7","A","THS","AL",2007-01-01,2970.02
"8","A","THS","AL",2008-01-01,2947.32
"9","A","THS","AL",2009-01-01,2927.52
"10","A","THS","AL",2010-01-01,2913.03
"11","A","THS","AL",2011-01-01,2905.2
"12","A","THS","AL",2012-01-01,2900.4
"13","A","THS","AL",2013-01-01,2895.09
"14","A","THS","AL",2014-01-01,2889.1
"15","A","THS","AL",2015-01-01,2880.7
"16","A","THS","AL",2016-01-01,2876.1
"17","A","THS","AL",2017-01-01,2873.46
"18","A","THS","AL",2018-01-01,2866.38
"19","A","THS","AL",2019-01-01,2854.19
"20","A","THS","AL",2020-01-01,2837.85
"21","A","THS","AL",2021-01-01,2811.67
"22","A","THS","AL0",2001-01-01,3060.18
"23","A","THS","AL0",2002-01-01,3051.01
"24","A","THS","AL0",2003-01-01,3039.62
"25","A","THS","AL0",2004-01-01,3026.94
"26","A","THS","AL0",2005-01-01,3011.49
"27","A","THS","AL0",2006-01-01,2992.55
"28","A","THS","AL0",2007-01-01,2970.02
"29","A","THS","AL0",2008-01-01,2947.32
"30","A","THS","AL0",2009-01-01,2927.52
"31","A","THS","AL0",2010-01-01,2913.03
"32","A","THS","AL0",2011-01-01,2905.2
"33","A","THS","AL0",2012-01-01,2900.4
"34","A","THS","AL0",2013-01-01,2895.09
"35","A","THS","AL0",2014-01-01,2889.1
"36","A","THS","AL0",2015-01-01,2880.7
"37","A","THS","AL0",2016-01-01,2876.1
"38","A","THS","AL0",2017-01-01,2873.46
"39","A","THS","AL0",2018-01-01,2866.38
"40","A","THS","AL0",2019-01-01,2854.19
"41","A","THS","AL0",2020-01-01,2837.85
"42","A","THS","AL0",2021-01-01,2811.67
"43","A","THS","AL01",2001-01-01,955.5
"44","A","THS","AL01",2002-01-01,947.32
"45","A","THS","AL01",2003-01-01,939.76
"46","A","THS","AL01",2004-01-01,932.18
"47","A","THS","AL01",2005-01-01,923.79
"48","A","THS","AL01",2006-01-01,913.59
"49","A","THS","AL01",2007-01-01,901.68
"50","A","THS","AL01",2008-01-01,889.88
"51","A","THS","AL01",2009-01-01,879.5
"52","A","THS","AL01",2010-01-01,871.75
"53","A","THS","AL01",2011-01-01,864.87
"54","A","THS","AL01",2012-01-01,857.08
"55","A","THS","AL01",2013-01-01,848.96
"56","A","THS","AL01",2014-01-01,840.67
"57","A","THS","AL01",2015-01-01,833.69
"58","A","THS","AL01",2016-01-01,828.94
"59","A","THS","AL01",2017-01-01,823.36
"60","A","THS","AL01",2018-01-01,816.78
"61","A","THS","AL01",2019-01-01,809.23
"62","A","THS","AL01",2020-01-01,801.33
"63","A","THS","AL01",2021-01-01,790.96
"64","A","THS","AL011",2001-01-01,186.72
"65","A","THS","AL011",2002-01-01,182.38
"66","A","THS","AL011",2003-01-01,178.71
"67","A","THS","AL011",2004-01-01,174.71
"68","A","THS","AL011",2005-01-01,170.37
"69","A","THS","AL011",2006-01-01,165.61
"70","A","THS","AL011",2007-01-01,160.54
"71","A","THS","AL011",2008-01-01,155.39
"72","A","THS","AL011",2009-01-01,150.43
"73","A","THS","AL011",2010-01-01,146.14
"74","A","THS","AL011",2011-01-01,142.58
"75","A","THS","AL011",2012-01-01,139.34
"76","A","THS","AL011",2013-01-01,136.02
"77","A","THS","AL011",2014-01-01,132.69
"78","A","THS","AL011",2015-01-01,130.05
"79","A","THS","AL011",2016-01-01,127.32
"80","A","THS","AL011",2017-01-01,123.29
"81","A","THS","AL011",2018-01-01,119.97
"82","A","THS","AL011",2019-01-01,117.41
"83","A","THS","AL011",2020-01-01,114.77
"84","A","THS","AL011",2021-01-01,111.63
"85","A","THS","AL012",2001-01-01,246.56
"86","A","THS","AL012",2002-01-01,249.44
"87","A","THS","AL012",2003-01-01,251.45
"88","A","THS","AL012",2004-01-01,253.31
"89","A","THS","AL012",2005-01-01,255.54
"90","A","THS","AL012",2006-01-01,257.71
"91","A","THS","AL012",2007-01-01,259.48
"92","A","THS","AL012",2008-01-01,261.63
"93","A","THS","AL012",2009-01-01,264.25
"94","A","THS","AL012",2010-01-01,267.71
"95","A","THS","AL012",2011-01-01,270.87
"96","A","THS","AL012",2012-01-01,272.99
"97","A","THS","AL012",2013-01-01,275.04
"98","A","THS","AL012",2014-01-01,277.01
"99","A","THS","AL012",2015-01-01,279.09
"100","A","THS","AL012",2016-01-01,282.51
"101","A","THS","AL012",2017-01-01,287.23
"102","A","THS","AL012",2018-01-01,289.87
"103","A","THS","AL012",2019-01-01,290.41
"104","A","THS","AL012",2020-01-01,291.36
"105","A","THS","AL012",2021-01-01,291.68
"106","A","THS","AL013",2001-01-01,109.44
"107","A","THS","AL013",2002-01-01,107.15
"108","A","THS","AL013",2003-01-01,105.58
"109","A","THS","AL013",2004-01-01,104.02
"110","A","THS","AL013",2005-01-01,102.13
"111","A","THS","AL013",2006-01-01,99.93
"112","A","THS","AL013",2007-01-01,97.54
"113","A","THS","AL013",2008-01-01,94.97
"114","A","THS","AL013",2009-01-01,92.43
"115","A","THS","AL013",2010-01-01,90.31
"116","A","THS","AL013",2011-01-01,88.58
"117","A","THS","AL013",2012-01-01,86.93
"118","A","THS","AL013",2013-01-01,85.18
"119","A","THS","AL013",2014-01-01,83.37
"120","A","THS","AL013",2015-01-01,81.85
"121","A","THS","AL013",2016-01-01,80.42
"122","A","THS","AL013",2017-01-01,78.48
"123","A","THS","AL013",2018-01-01,76.99
"124","A","THS","AL013",2019-01-01,76.01
"125","A","THS","AL013",2020-01-01,74.91
"126","A","THS","AL013",2021-01-01,73.58
"127","A","THS","AL014",2001-01-01,158.49
"128","A","THS","AL014",2002-01-01,157.16
"129","A","THS","AL014",2003-01-01,155.23
"130","A","THS","AL014",2004-01-01,153.28
"131","A","THS","AL014",2005-01-01,151.23
"132","A","THS","AL014",2006-01-01,148.84
"133","A","THS","AL014",2007-01-01,146.41
"134","A","THS","AL014",2008-01-01,144.06
"135","A","THS","AL014",2009-01-01,141.81
"136","A","THS","AL014",2010-01-01,140.25
"137","A","THS","AL014",2011-01-01,138.75
"138","A","THS","AL014",2012-01-01,136.74
"139","A","THS","AL014",2013-01-01,134.71
"140","A","THS","AL014",2014-01-01,132.79
"141","A","THS","AL014",2015-01-01,131.04
"142","A","THS","AL014",2016-01-01,129.64
"143","A","THS","AL014",2017-01-01,127.91
"144","A","THS","AL014",2018-01-01,126
"145","A","THS","AL014",2019-01-01,123.95
"146","A","THS","AL014",2020-01-01,121.69
"147","A","THS","AL014",2021-01-01,118.98
"148","A","THS","AL015",2001-01-01,254.3
"149","A","THS","AL015",2002-01-01,251.19
"150","A","THS","AL015",2003-01-01,248.8
"151","A","THS","AL015",2004-01-01,246.86
"152","A","THS","AL015",2005-01-01,244.52
"153","A","THS","AL015",2006-01-01,241.5
"154","A","THS","AL015",2007-01-01,237.71
"155","A","THS","AL015",2008-01-01,233.84
"156","A","THS","AL015",2009-01-01,230.58
"157","A","THS","AL015",2010-01-01,227.35
"158","A","THS","AL015",2011-01-01,224.09
"159","A","THS","AL015",2012-01-01,221.09
"160","A","THS","AL015",2013-01-01,218.01
"161","A","THS","AL015",2014-01-01,214.82
"162","A","THS","AL015",2015-01-01,211.66
"163","A","THS","AL015",2016-01-01,209.05
"164","A","THS","AL015",2017-01-01,206.46
"165","A","THS","AL015",2018-01-01,203.94
"166","A","THS","AL015",2019-01-01,201.45
"167","A","THS","AL015",2020-01-01,198.59
"168","A","THS","AL015",2021-01-01,195.09
"169","A","THS","AL02",2001-01-01,966.64
"170","A","THS","AL02",2002-01-01,979.59
"171","A","THS","AL02",2003-01-01,990.56
"172","A","THS","AL02",2004-01-01,1001.7
"173","A","THS","AL02",2005-01-01,1012.22
"174","A","THS","AL02",2006-01-01,1022.46
"175","A","THS","AL02",2007-01-01,1031.89
"176","A","THS","AL02",2008-01-01,1041.1
"177","A","THS","AL02",2009-01-01,1051.3
"178","A","THS","AL02",2010-01-01,1063.67
"179","A","THS","AL02",2011-01-01,1077.13
"180","A","THS","AL02",2012-01-01,1090.5
"181","A","THS","AL02",2013-01-01,1104.31
"182","A","THS","AL02",2014-01-01,1118.03
"183","A","THS","AL02",2015-01-01,1127.75
"184","A","THS","AL02",2016-01-01,1138.4
"185","A","THS","AL02",2017-01-01,1154.34
"186","A","THS","AL02",2018-01-01,1166.33
"187","A","THS","AL02",2019-01-01,1173.19
"188","A","THS","AL02",2020-01-01,1177.33
"189","A","THS","AL02",2021-01-01,1178.53
"190","A","THS","AL021",2001-01-01,359.51
"191","A","THS","AL021",2002-01-01,353.95
"192","A","THS","AL021",2003-01-01,348.31
"193","A","THS","AL021",2004-01-01,342.61
"194","A","THS","AL021",2005-01-01,336.55
"195","A","THS","AL021",2006-01-01,330.41
"196","A","THS","AL021",2007-01-01,324.14
"197","A","THS","AL021",2008-01-01,317.93
"198","A","THS","AL021",2009-01-01,312.21
"199","A","THS","AL021",2010-01-01,308.3
"200","A","THS","AL021",2011-01-01,304.9
"201","A","THS","AL021",2012-01-01,300.93
"202","A","THS","AL021",2013-01-01,296.96
"203","A","THS","AL021",2014-01-01,292.8
"204","A","THS","AL021",2015-01-01,289.14
"205","A","THS","AL021",2016-01-01,285.71
"206","A","THS","AL021",2017-01-01,281.19
"207","A","THS","AL021",2018-01-01,276.77
"208","A","THS","AL021",2019-01-01,272.53
"209","A","THS","AL021",2020-01-01,268.16
"210","A","THS","AL021",2021-01-01,262.68
"211","A","THS","AL022",2001-01-01,607.13
"212","A","THS","AL022",2002-01-01,625.63
"213","A","THS","AL022",2003-01-01,642.24
"214","A","THS","AL022",2004-01-01,659.09
"215","A","THS","AL022",2005-01-01,675.67
"216","A","THS","AL022",2006-01-01,692.05
"217","A","THS","AL022",2007-01-01,707.75
"218","A","THS","AL022",2008-01-01,723.17
"219","A","THS","AL022",2009-01-01,739.09
"220","A","THS","AL022",2010-01-01,755.37
"221","A","THS","AL022",2011-01-01,772.23
"222","A","THS","AL022",2012-01-01,789.57
"223","A","THS","AL022",2013-01-01,807.35
"224","A","THS","AL022",2014-01-01,825.23
"225","A","THS","AL022",2015-01-01,838.61
"226","A","THS","AL022",2016-01-01,852.69
"227","A","THS","AL022",2017-01-01,873.16
"228","A","THS","AL022",2018-01-01,889.57
"229","A","THS","AL022",2019-01-01,900.66
"230","A","THS","AL022",2020-01-01,909.17
"231","A","THS","AL022",2021-01-01,915.85
"232","A","THS","AL03",2001-01-01,1138.04
"233","A","THS","AL03",2002-01-01,1124.11
"234","A","THS","AL03",2003-01-01,1109.3
"235","A","THS","AL03",2004-01-01,1093.06
"236","A","THS","AL03",2005-01-01,1075.48
"237","A","THS","AL03",2006-01-01,1056.5
"238","A","THS","AL03",2007-01-01,1036.45
"239","A","THS","AL03",2008-01-01,1016.34
"240","A","THS","AL03",2009-01-01,996.73
"241","A","THS","AL03",2010-01-01,977.61
"242","A","THS","AL03",2011-01-01,963.19
"243","A","THS","AL03",2012-01-01,952.82
"244","A","THS","AL03",2013-01-01,941.83
"245","A","THS","AL03",2014-01-01,930.4
"246","A","THS","AL03",2015-01-01,919.26
"247","A","THS","AL03",2016-01-01,908.76
"248","A","THS","AL03",2017-01-01,895.76
"249","A","THS","AL03",2018-01-01,883.27
"250","A","THS","AL03",2019-01-01,871.77
"251","A","THS","AL03",2020-01-01,859.19
"252","A","THS","AL03",2021-01-01,842.18
"253","A","THS","AL031",2001-01-01,190.83
"254","A","THS","AL031",2002-01-01,187.02
"255","A","THS","AL031",2003-01-01,183.11
"256","A","THS","AL031",2004-01-01,179.08
"257","A","THS","AL031",2005-01-01,174.69
"258","A","THS","AL031",2006-01-01,169.91
"259","A","THS","AL031",2007-01-01,164.97
"260","A","THS","AL031",2008-01-01,160.06
"261","A","THS","AL031",2009-01-01,155.34
"262","A","THS","AL031",2010-01-01,151.37
"263","A","THS","AL031",2011-01-01,148.2
"264","A","THS","AL031",2012-01-01,145.3
"265","A","THS","AL031",2013-01-01,142.48
"266","A","THS","AL031",2014-01-01,139.74
"267","A","THS","AL031",2015-01-01,136.9
"268","A","THS","AL031",2016-01-01,133.69
"269","A","THS","AL031",2017-01-01,129.69
"270","A","THS","AL031",2018-01-01,126.3
"271","A","THS","AL031",2019-01-01,123.58
"272","A","THS","AL031",2020-01-01,120.73
"273","A","THS","AL031",2021-01-01,117.25
"274","A","THS","AL032",2001-01-01,379.85
"275","A","THS","AL032",2002-01-01,375.47
"276","A","THS","AL032",2003-01-01,370.57
"277","A","THS","AL032",2004-01-01,365.07
"278","A","THS","AL032",2005-01-01,358.93
"279","A","THS","AL032",2006-01-01,352.67
"280","A","THS","AL032",2007-01-01,346.11
"281","A","THS","AL032",2008-01-01,339.5
"282","A","THS","AL032",2009-01-01,333.37
"283","A","THS","AL032",2010-01-01,327.62
"284","A","THS","AL032",2011-01-01,322.83
"285","A","THS","AL032",2012-01-01,318.7
"286","A","THS","AL032",2013-01-01,314.42
"287","A","THS","AL032",2014-01-01,310.12
"288","A","THS","AL032",2015-01-01,306.56
"289","A","THS","AL032",2016-01-01,303.81
"290","A","THS","AL032",2017-01-01,300.32
"291","A","THS","AL032",2018-01-01,296.45
"292","A","THS","AL032",2019-01-01,292.32
"293","A","THS","AL032",2020-01-01,287.95
"294","A","THS","AL032",2021-01-01,282.21
"295","A","THS","AL033",2001-01-01,111.12
"296","A","THS","AL033",2002-01-01,108.11
"297","A","THS","AL033",2003-01-01,105.05
"298","A","THS","AL033",2004-01-01,101.79
"299","A","THS","AL033",2005-01-01,98.41
"300","A","THS","AL033",2006-01-01,94.83
"301","A","THS","AL033",2007-01-01,91.18
"302","A","THS","AL033",2008-01-01,87.61
"303","A","THS","AL033",2009-01-01,84.06
"304","A","THS","AL033",2010-01-01,80.32
"305","A","THS","AL033",2011-01-01,77.22
"306","A","THS","AL033",2012-01-01,74.91
"307","A","THS","AL033",2013-01-01,72.65
"308","A","THS","AL033",2014-01-01,70.57
"309","A","THS","AL033",2015-01-01,68.78
"310","A","THS","AL033",2016-01-01,66.99
"311","A","THS","AL033",2017-01-01,64.45
"312","A","THS","AL033",2018-01-01,62.19
"313","A","THS","AL033",2019-01-01,60.4
"314","A","THS","AL033",2020-01-01,58.71
"315","A","THS","AL033",2021-01-01,56.66
"316","A","THS","AL034",2001-01-01,263.23
"317","A","THS","AL034",2002-01-01,260.05
"318","A","THS","AL034",2003-01-01,256.91
"319","A","THS","AL034",2004-01-01,253.59
"320","A","THS","AL034",2005-01-01,250.25
"321","A","THS","AL034",2006-01-01,246.59
"322","A","THS","AL034",2007-01-01,242.73
"323","A","THS","AL034",2008-01-01,238.89
"324","A","THS","AL034",2009-01-01,235.36
"325","A","THS","AL034",2010-01-01,232.04
"326","A","THS","AL034",2011-01-01,229.19
"327","A","THS","AL034",2012-01-01,226.88
"328","A","THS","AL034",2013-01-01,224.32
"329","A","THS","AL034",2014-01-01,221.61
"330","A","THS","AL034",2015-01-01,218.8
"331","A","THS","AL034",2016-01-01,215.87
"332","A","THS","AL034",2017-01-01,212.25
"333","A","THS","AL034",2018-01-01,209.04
"334","A","THS","AL034",2019-01-01,206.36
"335","A","THS","AL034",2020-01-01,203.51
"336","A","THS","AL034",2021-01-01,199.75
"337","A","THS","AL035",2001-01-01,193.01
"338","A","THS","AL035",2002-01-01,193.46
"339","A","THS","AL035",2003-01-01,193.66
"340","A","THS","AL035",2004-01-01,193.54
"341","A","THS","AL035",2005-01-01,193.2
"342","A","THS","AL035",2006-01-01,192.52
"343","A","THS","AL035",2007-01-01,191.46
"344","A","THS","AL035",2008-01-01,190.28
"345","A","THS","AL035",2009-01-01,188.6
"346","A","THS","AL035",2010-01-01,186.25
"347","A","THS","AL035",2011-01-01,185.75
"348","A","THS","AL035",2012-01-01,187.04
"349","A","THS","AL035",2013-01-01,187.96
"350","A","THS","AL035",2014-01-01,188.37
"351","A","THS","AL035",2015-01-01,188.22
"352","A","THS","AL035",2016-01-01,188.41
"353","A","THS","AL035",2017-01-01,189.04
"354","A","THS","AL035",2018-01-01,189.3
"355","A","THS","AL035",2019-01-01,189.12
"356","A","THS","AL035",2020-01-01,188.3
"357","A","THS","AL035",2021-01-01,186.32
"358","A","THS","AT",2000-01-01,8011.57
"359","A","THS","AT",2001-01-01,8042.29
"360","A","THS","AT",2002-01-01,8082.12
"361","A","THS","AT",2003-01-01,8118.25
"362","A","THS","AT",2004-01-01,8169.44
"363","A","THS","AT",2005-01-01,8225.28
"364","A","THS","AT",2006-01-01,8267.95
"365","A","THS","AT",2007-01-01,8295.19
"366","A","THS","AT",2008-01-01,8321.54
"367","A","THS","AT",2009-01-01,8341.48
"368","A","THS","AT",2010-01-01,8361.07
"369","A","THS","AT",2011-01-01,8388.53
"370","A","THS","AT",2012-01-01,8426.31
"371","A","THS","AT",2013-01-01,8477.23
"372","A","THS","AT",2014-01-01,8543.93
"373","A","THS","AT",2015-01-01,8629.52
"374","A","THS","AT",2016-01-01,8739.81
"375","A","THS","AT",2017-01-01,8795.07
"376","A","THS","AT",2018-01-01,8837.71
"377","A","THS","AT",2019-01-01,8877.64
"378","A","THS","AT",2020-01-01,8916.85
"379","A","THS","AT",2021-01-01,8951.54
"380","A","THS","AT",2022-01-01,9052.87
"381","A","THS","AT",2023-01-01,9130.73
"382","A","THS","AT1",2000-01-01,3364.59
"383","A","THS","AT1",2001-01-01,3380.9
"384","A","THS","AT1",2002-01-01,3406.41
"385","A","THS","AT1",2003-01-01,3430.32
"386","A","THS","AT1",2004-01-01,3460.62
"387","A","THS","AT1",2005-01-01,3494.69
"388","A","THS","AT1",2006-01-01,3520.72
"389","A","THS","AT1",2007-01-01,3538.4
"390","A","THS","AT1",2008-01-01,3556.52
"391","A","THS","AT1",2009-01-01,3572.09
"392","A","THS","AT1",2010-01-01,3587.09
"393","A","THS","AT1",2011-01-01,3605.51
"394","A","THS","AT1",2012-01-01,3629.6
"395","A","THS","AT1",2013-01-01,3662.01
"396","A","THS","AT1",2014-01-01,3700.01
"397","A","THS","AT1",2015-01-01,3746.51
"398","A","THS","AT1",2016-01-01,3805.9
"399","A","THS","AT1",2017-01-01,3837.49
"400","A","THS","AT1",2018-01-01,3858.7
"401","A","THS","AT1",2019-01-01,3877.72
"402","A","THS","AT1",2020-01-01,3897.92
"403","A","THS","AT1",2021-01-01,3915.52
"404","A","THS","AT1",2022-01-01,3971.99
"405","A","THS","AT1",2023-01-01,4015.71
"406","A","THS","AT11",2000-01-01,276.1
"407","A","THS","AT11",2001-01-01,276.3
"408","A","THS","AT11",2002-01-01,276.5
"409","A","THS","AT11",2003-01-01,276.5
"410","A","THS","AT11",2004-01-01,277.4
"411","A","THS","AT11",2005-01-01,278.5
"412","A","THS","AT11",2006-01-01,279.6
"413","A","THS","AT11",2007-01-01,280.5
"414","A","THS","AT11",2008-01-01,281.9
"415","A","THS","AT11",2009-01-01,283.2
"416","A","THS","AT11",2010-01-01,284
"417","A","THS","AT11",2011-01-01,285
"418","A","THS","AT11",2012-01-01,286.1
"419","A","THS","AT11",2013-01-01,287
"420","A","THS","AT11",2014-01-01,287.8
"421","A","THS","AT11",2015-01-01,289.3
"422","A","THS","AT11",2016-01-01,291.7
"423","A","THS","AT11",2017-01-01,292.2
"424","A","THS","AT11",2018-01-01,293
"425","A","THS","AT11",2019-01-01,293.9
"426","A","THS","AT11",2020-01-01,295.1
"427","A","THS","AT11",2021-01-01,296.7
"428","A","THS","AT11",2022-01-01,300
"429","A","THS","AT11",2023-01-01,301.5
"430","A","THS","AT111",2000-01-01,38.1
"431","A","THS","AT111",2001-01-01,38
"432","A","THS","AT111",2002-01-01,37.7
"433","A","THS","AT111",2003-01-01,37.6
"434","A","THS","AT111",2004-01-01,37.6
"435","A","THS","AT111",2005-01-01,37.5
"436","A","THS","AT111",2006-01-01,37.4
"437","A","THS","AT111",2007-01-01,37.5
"438","A","THS","AT111",2008-01-01,37.5
"439","A","THS","AT111",2009-01-01,37.5
"440","A","THS","AT111",2010-01-01,37.5
"441","A","THS","AT111",2011-01-01,37.5
"442","A","THS","AT111",2012-01-01,37.6
"443","A","THS","AT111",2013-01-01,37.5
"444","A","THS","AT111",2014-01-01,37.6
"445","A","THS","AT111",2015-01-01,37.6
"446","A","THS","AT111",2016-01-01,37.7
"447","A","THS","AT111",2017-01-01,37.7
"448","A","THS","AT111",2018-01-01,37.6
"449","A","THS","AT111",2019-01-01,37.4
"450","A","THS","AT111",2020-01-01,37.4
"451","A","THS","AT111",2021-01-01,37.5
"452","A","THS","AT111",2022-01-01,37.7
"453","A","THS","AT111",2023-01-01,37.8
"454","A","THS","AT112",2000-01-01,137.7
"455","A","THS","AT112",2001-01-01,138.2
"456","A","THS","AT112",2002-01-01,141.2
"457","A","THS","AT112",2003-01-01,141.6
"458","A","THS","AT112",2004-01-01,142.5
"459","A","THS","AT112",2005-01-01,143.6
"460","A","THS","AT112",2006-01-01,144.7
"461","A","THS","AT112",2007-01-01,145.7
"462","A","THS","AT112",2008-01-01,147
"463","A","THS","AT112",2009-01-01,148.1
"464","A","THS","AT112",2010-01-01,149
"465","A","THS","AT112",2011-01-01,149.9
"466","A","THS","AT112",2012-01-01,151
"467","A","THS","AT112",2013-01-01,152
"468","A","THS","AT112",2014-01-01,153
"469","A","THS","AT112",2015-01-01,154.5
"470","A","THS","AT112",2016-01-01,156.3
"471","A","THS","AT112",2017-01-01,157.2
"472","A","THS","AT112",2018-01-01,158.4
"473","A","THS","AT112",2019-01-01,159.5
"474","A","THS","AT112",2020-01-01,160.7
"475","A","THS","AT112",2021-01-01,162.2
"476","A","THS","AT112",2022-01-01,164.3
"477","A","THS","AT112",2023-01-01,165.3
"478","A","THS","AT113",2000-01-01,100.3
"479","A","THS","AT113",2001-01-01,100
"480","A","THS","AT113",2002-01-01,97.6
"481","A","THS","AT113",2003-01-01,97.3
"482","A","THS","AT113",2004-01-01,97.3
"483","A","THS","AT113",2005-01-01,97.4
"484","A","THS","AT113",2006-01-01,97.5
"485","A","THS","AT113",2007-01-01,97.3
"486","A","THS","AT113",2008-01-01,97.5
"487","A","THS","AT113",2009-01-01,97.6
"488","A","THS","AT113",2010-01-01,97.5
"489","A","THS","AT113",2011-01-01,97.6
"490","A","THS","AT113",2012-01-01,97.6
"491","A","THS","AT113",2013-01-01,97.4
"492","A","THS","AT113",2014-01-01,97.2
"493","A","THS","AT113",2015-01-01,97.1
"494","A","THS","AT113",2016-01-01,97.7
"495","A","THS","AT113",2017-01-01,97.3
"496","A","THS","AT113",2018-01-01,97
"497","A","THS","AT113",2019-01-01,96.9
"498","A","THS","AT113",2020-01-01,97
"499","A","THS","AT113",2021-01-01,97.1
"500","A","THS","AT113",2022-01-01,98
"501","A","THS","AT113",2023-01-01,98.4
"502","A","THS","AT12",2000-01-01,1537.29
"503","A","THS","AT12",2001-01-01,1542
"504","A","THS","AT12",2002-01-01,1547
"505","A","THS","AT12",2003-01-01,1552.91
"506","A","THS","AT12",2004-01-01,1562.91
"507","A","THS","AT12",2005-01-01,1574.5
"508","A","THS","AT12",2006-01-01,1584.51
"509","A","THS","AT12",2007-01-01,1592.5
"510","A","THS","AT12",2008-01-01,1599.61
"511","A","THS","AT12",2009-01-01,1604.6
"512","A","THS","AT12",2010-01-01,1607.39
"513","A","THS","AT12",2011-01-01,1611.91
"514","A","THS","AT12",2012-01-01,1616.2
"515","A","THS","AT12",2013-01-01,1621.51
"516","A","THS","AT12",2014-01-01,1631.21
"517","A","THS","AT12",2015-01-01,1643
"518","A","THS","AT12",2016-01-01,1661.1
"519","A","THS","AT12",2017-01-01,1667.59
"520","A","THS","AT12",2018-01-01,1673.6
"521","A","THS","AT12",2019-01-01,1680.61
"522","A","THS","AT12",2020-01-01,1687.71
"523","A","THS","AT12",2021-01-01,1695.01
"524","A","THS","AT12",2022-01-01,1711.29
"525","A","THS","AT12",2023-01-01,1721.11
"526","A","THS","AT121",2000-01-01,234.6
"527","A","THS","AT121",2001-01-01,235.1
"528","A","THS","AT121",2002-01-01,237.6
"529","A","THS","AT121",2003-01-01,237.7
"530","A","THS","AT121",2004-01-01,238.5
"531","A","THS","AT121",2005-01-01,239.6
"532","A","THS","AT121",2006-01-01,240.4
"533","A","THS","AT121",2007-01-01,240.8
"534","A","THS","AT121",2008-01-01,241.2
"535","A","THS","AT121",2009-01-01,241.3
"536","A","THS","AT121",2010-01-01,241
"537","A","THS","AT121",2011-01-01,241
"538","A","THS","AT121",2012-01-01,241.1
"539","A","THS","AT121",2013-01-01,241.4
"540","A","THS","AT121",2014-01-01,242.2
"541","A","THS","AT121",2015-01-01,243.3
"542","A","THS","AT121",2016-01-01,245.2
"543","A","THS","AT121",2017-01-01,245.8
"544","A","THS","AT121",2018-01-01,246.3
"545","A","THS","AT121",2019-01-01,247
"546","A","THS","AT121",2020-01-01,247.5
"547","A","THS","AT121",2021-01-01,247.9
"548","A","THS","AT121",2022-01-01,249.6
"549","A","THS","AT121",2023-01-01,250.5
"550","A","THS","AT122",2000-01-01,248.5
"551","A","THS","AT122",2001-01-01,248.9
"552","A","THS","AT122",2002-01-01,246.5
"553","A","THS","AT122",2003-01-01,247.4
"554","A","THS","AT122",2004-01-01,248.8
"555","A","THS","AT122",2005-01-01,250.2
"556","A","THS","AT122",2006-01-01,251.2
"557","A","THS","AT122",2007-01-01,251.7
"558","A","THS","AT122",2008-01-01,252
"559","A","THS","AT122",2009-01-01,252.3
"560","A","THS","AT122",2010-01-01,252.5
"561","A","THS","AT122",2011-01-01,252.9
"562","A","THS","AT122",2012-01-01,253.1
"563","A","THS","AT122",2013-01-01,253.6
"564","A","THS","AT122",2014-01-01,254.8
"565","A","THS","AT122",2015-01-01,256.6
"566","A","THS","AT122",2016-01-01,259.1
"567","A","THS","AT122",2017-01-01,259.5
"568","A","THS","AT122",2018-01-01,260
"569","A","THS","AT122",2019-01-01,260.8
"570","A","THS","AT122",2020-01-01,261.7
"571","A","THS","AT122",2021-01-01,263
"572","A","THS","AT122",2022-01-01,265.4
"573","A","THS","AT122",2023-01-01,267
"574","A","THS","AT123",2000-01-01,140.3
"575","A","THS","AT123",2001-01-01,140.6
"576","A","THS","AT123",2002-01-01,142.6
"577","A","THS","AT123",2003-01-01,143.3
"578","A","THS","AT123",2004-01-01,144.5
"579","A","THS","AT123",2005-01-01,145.8
"580","A","THS","AT123",2006-01-01,146.6
"581","A","THS","AT123",2007-01-01,147.2
"582","A","THS","AT123",2008-01-01,147.6
"583","A","THS","AT123",2009-01-01,147.9
"584","A","THS","AT123",2010-01-01,148.1
"585","A","THS","AT123",2011-01-01,148.4
"586","A","THS","AT123",2012-01-01,148.7
"587","A","THS","AT123",2013-01-01,149.1
"588","A","THS","AT123",2014-01-01,150.1
"589","A","THS","AT123",2015-01-01,151.4
"590","A","THS","AT123",2016-01-01,153.4
"591","A","THS","AT123",2017-01-01,154.5
"592","A","THS","AT123",2018-01-01,155.1
"593","A","THS","AT123",2019-01-01,155.9
"594","A","THS","AT123",2020-01-01,156.7
"595","A","THS","AT123",2021-01-01,157.5
"596","A","THS","AT123",2022-01-01,159.6
"597","A","THS","AT123",2023-01-01,161.1
"598","A","THS","AT124",2000-01-01,235.9
"599","A","THS","AT124",2001-01-01,235.8
"600","A","THS","AT124",2002-01-01,223.1
"601","A","THS","AT124",2003-01-01,222.6
"602","A","THS","AT124",2004-01-01,222.2
"603","A","THS","AT124",2005-01-01,222.1
"604","A","THS","AT124",2006-01-01,221.8
"605","A","THS","AT124",2007-01-01,221.4
